OrderID,OrderDate,ShipDate,ShipMode,CustomerName,Segment,City,State,Region,Category,ProductName,Sales,Quantity,Discount,Profit,OrderYear,OrderMonth,OrderDayOfWeek,ShippingDays,ProfitMargin
ORD-10569,2023-09-22 05:20:45,2023-09-27 05:20:45,Express,Erin Garrett,Home Office,Anthonyport,CA,South,Electronics,Tablet,2137.5,5,0.05,609.8973005649335,2023,9,Friday,5,28.53320704396015
ORD-10570,2023-07-15 21:34:32,2023-07-22 21:34:32,Standard,Robert Stout,Consumer,New Savannah,KY,South,Clothing,Jacket,324.0,3,0.1,88.97262618156373,2023,7,Saturday,7,27.460687092990472
ORD-10571,2023-03-21 14:32:49,2023-03-29 14:32:49,Standard,Philip Vasquez,Corporate,North Heatherborough,OK,West,Office Supplies,Pens,12.0,3,0.2,0.9172983289594274,2023,3,Tuesday,8,7.64415274069155
ORD-10572,2023-02-27 02:16:42,2023-03-05 02:16:42,Standard,Sally Rivera,Home Office,Port Victoria,MO,South,Office Supplies,Notebook,30.0,3,0.0,6.286832910349238,2023,2,Monday,6,20.956109700465593
ORD-10573,2021-05-19 00:24:10,2021-05-27 00:24:10,Express,Walter Alexander,Home Office,East Christopherstad,MS,West,Electronics,Headphones,360.0,3,0.2,69.24374039206226,2021,5,Wednesday,8,19.23437233107498
ORD-10574,2021-10-11 08:02:45,2021-10-15 08:02:45,Standard,Paul Thomas,Corporate,Port Jamesbury,KS,South,Furniture,Sofa,1120.0,2,0.2,98.5077835285328,2021,10,Monday,4,8.795337815039717
ORD-10575,2022-12-20 14:07:44,2022-12-27 14:07:44,Standard,Jake Chung,Consumer,East Monique,MS,East,Electronics,Tablet,810.0,2,0.1,87.23205400641626,2022,12,Tuesday,7,10.769389383494884
ORD-10576,2021-09-26 10:24:23,2021-10-03 10:24:23,Express,Tracy Beasley,Consumer,Thompsonside,MN,South,Office Supplies,Printer Ink,114.75,3,0.15,28.164084164303883,2021,9,Sunday,7,24.543864195257903
ORD-10577,2021-04-10 03:55:30,2021-04-11 03:55:30,Next-Day,Elizabeth Keller,Corporate,Port Claudia,SD,South,Electronics,Smartphone,2400.0,3,0.0,307.1647494863629,2021,4,Saturday,1,12.798531228593122
ORD-10578,2022-07-05 06:11:38,2022-07-12 06:11:38,Express,April Mcfarland,Corporate,West Paul,AS,East,Office Supplies,Notebook,38.0,4,0.05,9.97175219041458,2022,7,Tuesday,7,26.241453131979387
ORD-10579,2021-09-25 05:12:34,2021-10-05 05:12:34,Standard,Bryan Smith,Consumer,East Crystalbury,TX,North,Electronics,Monitor,570.0,2,0.05,44.0277310015648,2021,9,Saturday,10,7.724163333594309
ORD-10580,2022-10-13 20:54:42,2022-10-23 20:54:42,Next-Day,Henry Clark,Corporate,Christopherberg,TN,West,Clothing,T-Shirt,80.0,4,0.2,9.811551519861029,2022,10,Thursday,10,12.26443939967298
ORD-10581,2021-12-28 16:42:38,2022-01-07 16:42:38,Next-Day,Deborah Rivera,Home Office,Billyland,NH,South,Electronics,Laptop,4800.0,5,0.2,254.1380551809193,2021,12,Tuesday,10,5.294542816268049
ORD-10582,2021-10-13 19:31:20,2021-10-15 19:31:20,Next-Day,Dawn Allen,Corporate,Lake Sharonfort,IA,South,Furniture,Chair,450.0,2,0.1,116.62579390088536,2021,10,Wednesday,2,25.916843089028042
ORD-10583,2021-07-02 04:54:47,2021-07-11 04:54:47,Express,Elizabeth Combs,Home Office,South Dwayne,MS,West,Electronics,Tablet,900.0,2,0.0,98.13338509105932,2021,7,Friday,9,10.903709454550032
ORD-10584,2021-03-18 05:14:15,2021-03-22 05:14:15,Next-Day,Michael Macias,Consumer,Colemanside,FL,West,Electronics,Monitor,1275.0,5,0.15,196.80971195093323,2021,3,Thursday,4,15.436055839276774
ORD-10585,2021-03-26 02:51:34,2021-04-02 02:51:34,Express,Shannon Wright,Consumer,South Jasonville,IN,East,Electronics,Headphones,120.0,1,0.2,31.789300732342895,2021,3,Friday,7,26.49108394339832
ORD-10586,2021-03-23 19:14:25,2021-03-25 19:14:25,Standard,Jennifer Stewart,Home Office,Kathleenside,MP,East,Clothing,T-Shirt,21.25,1,0.15,5.818592163060511,2021,3,Tuesday,2,27.381610177819738
ORD-10587,2023-05-15 04:01:49,2023-05-25 04:01:49,Standard,James Scott,Home Office,Yvettebury,PR,East,Clothing,Jacket,204.0,2,0.15,20.362665335406557,2023,5,Monday,10,9.981698693777814
ORD-10588,2023-11-16 23:21:53,2023-11-19 23:21:53,Express,Tanya Monroe,Home Office,New Tony,VA,East,Office Supplies,Stapler,13.5,1,0.1,3.1237522100941155,2023,11,Thursday,3,23.138905258242417
ORD-10589,2023-10-06 06:44:22,2023-10-15 06:44:22,Express,Andrew Garcia,Consumer,Lake Patriciaside,MH,South,Furniture,Sofa,1680.0,3,0.2,269.7823628594978,2023,10,Friday,9,16.058473979722454
ORD-10590,2022-06-11 04:41:14,2022-06-18 04:41:14,Express,Ashley Robbins,Home Office,Lake Joditon,TN,South,Electronics,Tablet,2025.0,5,0.1,507.5049531840091,2022,6,Saturday,7,25.061972996728816
ORD-10591,2023-08-20 03:39:06,2023-08-29 03:39:06,Express,Julie Lewis,Consumer,North Desireehaven,CT,West,Electronics,Tablet,1710.0,4,0.05,222.052531911974,2023,8,Sunday,9,12.98552818197919
ORD-10592,2021-01-24 18:42:08,2021-01-26 18:42:08,Next-Day,Mrs. Whitney White DDS,Corporate,Lopezberg,NC,North,Clothing,Jacket,408.0,4,0.15,40.35796371277176,2021,1,Sunday,2,9.891657772713932
ORD-10593,2023-03-14 03:00:13,2023-03-21 03:00:13,Standard,Michael Miller,Consumer,Mitchellfurt,UT,West,Clothing,T-Shirt,67.5,3,0.1,18.525128081164183,2023,3,Tuesday,7,27.444634193910723
ORD-10594,2023-06-22 08:23:53,2023-06-29 08:23:53,Express,Collin Griffin,Corporate,Reneetown,SC,South,Clothing,Jacket,324.0,3,0.1,22.01207375685035,2023,6,Thursday,7,6.793849924932843
ORD-10595,2022-05-30 17:20:49,2022-05-31 17:20:49,Express,Vanessa Garcia,Home Office,West Melissaview,KY,South,Clothing,Shoes,450.0,5,0.0,45.108807476697,2022,5,Monday,1,10.024179439243724
ORD-10596,2022-04-26 12:26:53,2022-04-27 12:26:53,Express,David Medina,Home Office,South Cindytown,NC,West,Electronics,Headphones,285.0,2,0.05,16.310726752599418,2022,4,Tuesday,1,5.723062018435855
ORD-10597,2023-11-15 21:44:43,2023-11-16 21:44:43,Express,Craig Williams,Corporate,Fergusonport,HI,South,Furniture,Bookshelf,432.0,3,0.2,71.75835546386855,2023,11,Wednesday,1,16.610730431412605
ORD-10598,2023-12-21 13:09:45,2023-12-30 13:09:45,Standard,Jason Lyons,Corporate,New Lauramouth,AS,South,Office Supplies,Pens,15.0,3,0.0,4.017134943604902,2023,12,Thursday,9,26.78089962224729
ORD-10599,2021-05-02 14:43:06,2021-05-12 14:43:06,Express,Patrick Williams,Home Office,New Jeffrey,TN,North,Electronics,Laptop,2880.0,3,0.2,203.54466584600505,2021,5,Sunday,10,7.067523119650499
ORD-10600,2022-12-16 01:06:17,2022-12-21 01:06:17,Standard,Robert Thomas,Consumer,Garyville,TX,East,Office Supplies,Printer Ink,72.0,2,0.2,6.726067371619057,2022,12,Friday,5,9.341760238230053
ORD-10601,2022-11-21 10:21:28,2022-11-30 10:21:28,Standard,April Jackson,Home Office,Susanfort,FL,North,Office Supplies,Notebook,30.0,3,0.0,6.5602646943721705,2022,11,Monday,9,21.86754898051165
ORD-10602,2022-11-14 19:13:53,2022-11-17 19:13:53,Next-Day,Jessica Mitchell,Consumer,Port Jessica,UT,East,Office Supplies,Notebook,42.5,5,0.15,4.435307644311911,2022,11,Monday,3,10.43601798637071
ORD-10603,2021-09-23 22:20:37,2021-09-24 22:20:37,Express,Robert Hanson,Home Office,Arroyoview,WV,North,Electronics,Tablet,1350.0,3,0.0,215.13975693831392,2021,9,Thursday,1,15.936278291715153
ORD-10604,2022-08-12 17:14:09,2022-08-15 17:14:09,Express,Barry Davis,Home Office,Davidport,NH,East,Furniture,Sofa,595.0,1,0.15,59.23378853352446,2022,8,Friday,3,9.955258577046203
ORD-10605,2022-01-19 21:57:34,2022-01-20 21:57:34,Next-Day,James Smith,Corporate,New Brandonton,MS,West,Office Supplies,Pens,12.75,3,0.15,1.669118363605925,2022,1,Wednesday,1,13.091124419411873
ORD-10606,2022-01-07 23:21:03,2022-01-11 23:21:03,Standard,Sarah Medina,Consumer,Brownfort,WA,South,Electronics,Headphones,570.0,4,0.05,40.93494101726356,2022,1,Friday,4,7.181568599507323
ORD-10607,2023-04-06 05:59:53,2023-04-12 05:59:53,Next-Day,Edward Moore,Corporate,East Jenniferview,AK,North,Furniture,Sofa,1260.0,2,0.1,203.79966355027943,2023,4,Thursday,6,16.174576472231564
ORD-10608,2023-10-25 11:39:06,2023-10-26 11:39:06,Next-Day,Jacqueline Lee,Corporate,South Danielburgh,OH,East,Electronics,Smartphone,1360.0,2,0.15,301.7841237042285,2023,10,Wednesday,1,22.190009095882836
ORD-10609,2022-10-21 05:40:47,2022-10-23 05:40:47,Standard,Richard Anderson,Corporate,South Raymondburgh,VA,East,Office Supplies,Stapler,15.0,1,0.0,2.037746932609403,2022,10,Friday,2,13.584979549823686
ORD-10610,2022-02-02 08:28:13,2022-02-12 08:28:13,Standard,Shannon Ritter,Consumer,New Ericfort,NH,South,Clothing,T-Shirt,71.25,3,0.05,9.65326995461545,2022,2,Wednesday,10,13.548449058919248
ORD-10611,2022-07-25 07:32:06,2022-07-30 07:32:06,Next-Day,Bryan Bailey,Corporate,West Timothyhaven,SC,South,Electronics,Smartphone,1440.0,2,0.1,189.83362731293872,2022,7,Monday,5,13.18289078561159
ORD-10612,2021-07-09 07:33:39,2021-07-17 07:33:39,Express,Jeffrey Andersen,Consumer,New Jennifer,NY,West,Clothing,Jeans,285.0,4,0.05,21.43150677288373,2021,7,Friday,8,7.519826937827554
ORD-10613,2023-06-28 01:34:46,2023-06-30 01:34:46,Next-Day,Brenda Howell,Home Office,East Daniel,DE,North,Office Supplies,Pens,12.75,3,0.15,1.3794172348326026,2023,6,Wednesday,2,10.818958703720886
ORD-10614,2022-08-20 11:21:10,2022-08-25 11:21:10,Standard,Glen Thompson,Corporate,East Reginachester,MS,East,Clothing,T-Shirt,60.0,3,0.2,7.694696201270532,2022,8,Saturday,5,12.82449366857048
ORD-10615,2023-05-17 01:51:48,2023-05-26 01:51:48,Next-Day,Angel Molina,Consumer,Morganville,MH,West,Furniture,Chair,637.5,3,0.15,128.09018630521277,2023,5,Wednesday,9,20.092578243923427
ORD-10616,2022-01-13 00:06:41,2022-01-20 00:06:41,Standard,David Anderson,Corporate,Christopherborough,CO,West,Office Supplies,Notebook,9.0,1,0.1,2.3820547158993968,2022,1,Thursday,7,26.4672746181636
ORD-10617,2021-01-26 02:51:29,2021-01-28 02:51:29,Express,Julie Tran,Home Office,Port Jeremy,AR,East,Office Supplies,Pens,22.5,5,0.1,2.4954096346434858,2021,1,Tuesday,2,11.09070948681146
ORD-10618,2023-11-09 21:07:18,2023-11-13 21:07:18,Next-Day,Timothy Choi,Corporate,Matthewside,GU,South,Furniture,Sofa,3150.0,5,0.1,401.7108981319233,2023,11,Thursday,4,12.752726924818914
ORD-10619,2023-04-21 07:21:04,2023-04-26 07:21:04,Next-Day,William Ross,Corporate,West Denise,NJ,North,Office Supplies,Printer Ink,42.75,1,0.05,7.9692399944343135,2023,4,Friday,5,18.641497062568185
ORD-10620,2023-03-12 19:52:52,2023-03-19 19:52:52,Express,Lisa Kirby,Consumer,Hurstview,OR,West,Electronics,Headphones,240.0,2,0.2,29.344678346001032,2023,3,Sunday,7,12.226949310782818
ORD-10621,2022-07-15 14:44:16,2022-07-17 14:44:16,Express,Holly Edwards,Corporate,Cruzfurt,TN,North,Office Supplies,Stapler,13.5,1,0.1,1.1246787304031496,2022,7,Friday,2,8.33095355792474
ORD-10622,2022-01-10 12:50:09,2022-01-12 12:50:09,Standard,Mark Wu,Corporate,Swansontown,WI,South,Office Supplies,Stapler,54.0,4,0.1,8.269621418496625,2022,1,Monday,2,15.314113737673118
ORD-10623,2022-08-12 09:34:22,2022-08-15 09:34:22,Next-Day,Robert Reed,Home Office,Ewingfurt,PA,South,Furniture,Sofa,700.0,1,0.0,186.4514546468569,2022,8,Friday,3,26.635922092370073
ORD-10624,2021-04-07 07:59:15,2021-04-13 07:59:15,Standard,Brian Anderson,Home Office,East Samanthachester,AR,North,Office Supplies,Printer Ink,76.5,2,0.15,18.38224791112051,2021,4,Wednesday,6,24.029082236444726
ORD-10625,2022-02-25 14:27:53,2022-03-05 14:27:53,Standard,Michele Johnson,Consumer,Lake Raymond,ND,East,Clothing,Jeans,300.0,4,0.0,17.922712899484296,2022,2,Friday,8,5.974237633141518
ORD-10626,2023-07-19 23:20:20,2023-07-27 23:20:20,Express,Bridget Horne,Home Office,Pattersonview,MO,South,Office Supplies,Pens,4.75,1,0.05,1.205446050083383,2023,7,Wednesday,8,25.377811575360106
ORD-10627,2023-08-02 15:19:59,2023-08-11 15:19:59,Next-Day,Wendy Jones,Consumer,Marshallfort,DE,South,Electronics,Laptop,2400.0,2,0.0,682.0427356237923,2023,8,Wednesday,9,28.418447317646173
ORD-10628,2021-05-18 08:25:38,2021-05-27 08:25:38,Express,Mary Harmon,Consumer,West Maria,GA,South,Clothing,T-Shirt,100.0,5,0.2,15.028335770299153,2021,5,Tuesday,9,15.028335770148868
ORD-10629,2022-08-18 18:28:09,2022-08-21 18:28:09,Next-Day,Eric Barton,Home Office,New Taylorburgh,TN,North,Office Supplies,Stapler,75.0,5,0.0,6.9270854366877,2022,8,Thursday,3,9.236113915460452
ORD-10630,2022-10-05 18:32:30,2022-10-11 18:32:30,Standard,Christine Stephens,Corporate,Port Steventown,CO,East,Electronics,Headphones,135.0,1,0.1,11.465989324947556,2022,10,Wednesday,6,8.493325425824166
ORD-10631,2023-01-10 01:29:01,2023-01-12 01:29:01,Next-Day,Michael Ramos,Consumer,Cisnerosfurt,MO,West,Furniture,Desk,1080.0,3,0.1,281.75009276879695,2023,1,Tuesday,2,26.08797155264223
ORD-10632,2021-11-02 16:17:14,2021-11-07 16:17:14,Express,Rebecca Robinson,Consumer,Port David,GU,North,Electronics,Headphones,255.0,2,0.15,68.29854186900816,2021,11,Tuesday,5,26.78374190930993
ORD-10633,2022-04-16 08:56:53,2022-04-20 08:56:53,Next-Day,John Barnett,Consumer,New Brianport,VA,South,Furniture,Sofa,1120.0,2,0.2,238.4236483036144,2022,4,Saturday,4,21.287825741375137
ORD-10634,2021-02-15 05:37:40,2021-02-22 05:37:40,Next-Day,Alan Phillips,Corporate,South Jeffhaven,NC,South,Furniture,Bookshelf,765.0,5,0.15,150.93500248295288,2021,2,Monday,7,19.73006568402034
ORD-10635,2022-08-13 15:11:36,2022-08-23 15:11:36,Standard,Randall Taylor,Home Office,Dayton,DE,East,Office Supplies,Pens,4.25,1,0.15,0.7270808513552941,2022,8,Saturday,10,17.107784733746264
ORD-10636,2022-02-09 09:16:21,2022-02-18 09:16:21,Express,Kenneth Hale,Consumer,Davenportshire,MS,West,Office Supplies,Notebook,32.0,4,0.2,2.684107862408093,2022,2,Wednesday,9,8.38783706976317
ORD-10637,2022-05-03 12:36:42,2022-05-11 12:36:42,Standard,Cheryl Mora,Corporate,Lewisberg,MD,East,Electronics,Tablet,2137.5,5,0.05,119.8278080802974,2022,5,Tuesday,8,5.605979325391408
ORD-10638,2021-07-31 21:10:42,2021-08-09 21:10:42,Express,Debbie Andersen,Corporate,Port Jasonfort,LA,West,Electronics,Headphones,382.5,3,0.15,44.76695119606317,2021,7,Saturday,9,11.703778090443432
ORD-10639,2023-05-01 10:59:35,2023-05-10 10:59:35,Next-Day,Selena Walker,Consumer,Jonhaven,TX,North,Clothing,Shoes,360.0,4,0.0,69.08872484567428,2023,5,Monday,9,19.191312457078435
ORD-10640,2021-01-12 23:44:40,2021-01-14 23:44:40,Express,Natalie Walker,Consumer,Brianville,WA,West,Clothing,T-Shirt,20.0,1,0.2,2.0383700795864472,2021,1,Tuesday,2,10.191850397422643
ORD-10641,2022-07-17 17:48:10,2022-07-27 17:48:10,Express,Jacqueline Riggs,Consumer,Barbarafort,WY,East,Electronics,Monitor,540.0,2,0.1,98.72160855193322,2022,7,Sunday,10,18.28177936143526
ORD-10642,2021-10-05 17:24:47,2021-10-10 17:24:47,Express,Justin Myers,Corporate,Vickieport,TN,North,Furniture,Desk,400.0,1,0.0,116.37989812867826,2021,10,Tuesday,5,29.094974532096828
ORD-10643,2023-03-25 15:24:14,2023-04-03 15:24:14,Express,Kevin Rodriguez,Corporate,North Angela,MO,South,Clothing,T-Shirt,90.0,4,0.1,23.755431262597064,2023,3,Saturday,9,26.39492362481457
ORD-10644,2022-01-20 00:16:52,2022-01-30 00:16:52,Next-Day,Keith Meyer,Home Office,South Keithborough,CA,West,Office Supplies,Notebook,8.0,1,0.2,2.112420880780093,2022,1,Thursday,10,26.405261006450502
ORD-10645,2023-10-02 23:54:24,2023-10-09 23:54:24,Next-Day,Adam Duncan,Consumer,Lake Melissa,RI,South,Electronics,Headphones,712.5,5,0.05,72.79512430184035,2023,10,Monday,7,10.216859551121148
ORD-10646,2021-05-18 17:55:19,2021-05-20 17:55:19,Express,Valerie Carter,Consumer,Kristinton,RI,South,Electronics,Smartphone,760.0,1,0.05,157.1646988429884,2021,5,Tuesday,2,20.679565637208107
ORD-10647,2022-10-09 06:50:23,2022-10-18 06:50:23,Next-Day,Yesenia Hunt,Consumer,East Rachel,GA,East,Clothing,T-Shirt,40.0,2,0.2,9.974642176293498,2022,10,Sunday,9,24.93660544011033
ORD-10648,2021-01-19 19:37:33,2021-01-28 19:37:33,Next-Day,Gail Baker,Consumer,Jasonhaven,AL,West,Electronics,Headphones,510.0,4,0.15,79.85997069213214,2021,1,Tuesday,9,15.658817782740304
ORD-10649,2022-08-29 13:22:26,2022-09-04 13:22:26,Standard,Charles Wade,Home Office,New Stevenberg,VI,South,Clothing,Shoes,72.0,1,0.2,5.890298000621971,2022,8,Monday,6,8.18096944519467
ORD-10650,2022-05-21 12:15:10,2022-05-30 12:15:10,Next-Day,Jennifer Ferguson,Consumer,Salazarborough,PA,East,Electronics,Tablet,360.0,1,0.2,97.30736208535288,2022,5,Saturday,9,27.02982280141183
ORD-10651,2023-08-19 21:41:15,2023-08-27 21:41:15,Next-Day,Michael Cox,Corporate,Hannahchester,MN,South,Electronics,Smartphone,1600.0,2,0.0,230.82078180543616,2023,8,Saturday,8,14.426298862830745
ORD-10652,2023-12-27 08:57:06,2024-01-03 08:57:06,Standard,Michael Gonzalez,Home Office,Amytown,GU,North,Clothing,Jeans,375.0,5,0.0,26.38406688723501,2023,12,Wednesday,7,7.035751169910574
ORD-10653,2023-04-11 10:08:38,2023-04-19 10:08:38,Next-Day,Joshua White,Consumer,Ericastad,OH,South,Clothing,T-Shirt,100.0,4,0.0,10.870620489775208,2023,4,Tuesday,8,10.8706204896665
ORD-10654,2021-08-16 21:34:29,2021-08-17 21:34:29,Express,Katherine Roberts,Corporate,South Anita,MS,North,Office Supplies,Printer Ink,42.75,1,0.05,8.785017759055846,2021,8,Monday,1,20.549749143509587
ORD-10655,2022-06-13 22:16:22,2022-06-18 22:16:22,Standard,Matthew Rosario,Consumer,Santosberg,NM,North,Clothing,Jacket,510.0,5,0.15,130.35035422460186,2022,6,Monday,5,25.558892985165937
ORD-10656,2022-08-04 20:53:50,2022-08-08 20:53:50,Next-Day,Derek Curry,Home Office,West Sabrina,IL,South,Electronics,Tablet,382.5,1,0.15,74.1570194280934,2022,8,Thursday,4,19.387456059581577
ORD-10657,2021-04-18 02:18:09,2021-04-21 02:18:09,Standard,Amanda Willis,Consumer,Jenniferport,CO,East,Electronics,Monitor,1425.0,5,0.05,267.40477512618656,2021,4,Sunday,3,18.76524737726308
ORD-10658,2021-11-18 04:45:07,2021-11-23 04:45:07,Express,Jamie Burns,Consumer,Patriciaville,NY,East,Clothing,T-Shirt,67.5,3,0.1,20.19278307499007,2021,11,Thursday,5,29.915234184727286
ORD-10659,2023-03-17 19:53:36,2023-03-21 19:53:36,Standard,Tammy Schmidt,Consumer,North Robert,CA,West,Clothing,Jeans,75.0,1,0.0,10.07253755236213,2023,3,Friday,4,13.430050069637106
ORD-10660,2023-04-12 17:05:13,2023-04-17 17:05:13,Express,Donald Torres,Home Office,Davidborough,GU,South,Clothing,Shoes,216.0,3,0.2,37.2854416888365,2023,4,Wednesday,5,17.26177855956661
ORD-10661,2023-03-20 12:14:38,2023-03-21 12:14:38,Standard,Abigail Hayden,Corporate,Hansonland,MD,North,Office Supplies,Stapler,63.75,5,0.15,18.33135192811725,2023,3,Monday,1,28.755061847576002
ORD-10662,2021-02-04 20:44:38,2021-02-08 20:44:38,Express,Billy Saunders,Consumer,West Daniel,GA,East,Office Supplies,Pens,13.5,3,0.1,2.206879709313356,2021,2,Thursday,4,16.34725710481395
ORD-10663,2023-08-07 17:32:33,2023-08-10 17:32:33,Standard,Charles Silva,Home Office,North Jamesfurt,TX,North,Office Supplies,Stapler,48.0,4,0.2,14.074821582091529,2023,8,Monday,3,29.3225449620798
ORD-10664,2022-05-05 03:07:50,2022-05-13 03:07:50,Next-Day,Kelly Wilson,Home Office,West Jessicaton,PA,North,Electronics,Laptop,1200.0,1,0.0,304.20573767213403,2022,5,Thursday,8,25.35047813932338
ORD-10665,2023-11-23 06:54:35,2023-12-02 06:54:35,Express,Jose Sandoval,Corporate,Millerhaven,AK,North,Clothing,Shoes,153.0,2,0.15,17.35259195253753,2023,11,Thursday,9,11.34156336759746
ORD-10666,2023-06-07 01:48:40,2023-06-13 01:48:40,Next-Day,Jeffrey Clark,Home Office,New Heather,OH,North,Electronics,Headphones,750.0,5,0.0,172.03441868208404,2023,6,Wednesday,6,22.937922490913955
ORD-10667,2021-05-12 03:40:02,2021-05-21 03:40:02,Express,Andrew Weiss,Corporate,Billystad,MA,South,Electronics,Tablet,1080.0,3,0.2,66.40019146146174,2021,5,Wednesday,9,6.14816587605558
ORD-10668,2023-07-12 13:17:38,2023-07-14 13:17:38,Next-Day,Melissa Richards,Corporate,Matthewside,MN,East,Clothing,Jeans,255.0,4,0.15,48.87455402786718,2023,7,Wednesday,2,19.166491775559024
ORD-10669,2021-07-23 03:40:02,2021-07-29 03:40:02,Standard,Angel Fritz,Home Office,Bettyport,VI,East,Clothing,Jeans,300.0,4,0.0,44.87224830877605,2021,7,Friday,6,14.957416102875493
ORD-10670,2023-06-07 23:56:28,2023-06-16 23:56:28,Next-Day,Jeremy Green,Consumer,Dunnville,RI,West,Office Supplies,Pens,17.0,4,0.15,2.1100378113663725,2023,6,Wednesday,9,12.411987124954427
ORD-10671,2022-11-16 17:47:38,2022-11-22 17:47:38,Express,Samuel Hernandez,Consumer,Kristinshire,FL,East,Electronics,Tablet,360.0,1,0.2,23.02349912599008,2022,11,Wednesday,6,6.395416423868369
ORD-10672,2021-03-15 13:03:14,2021-03-18 13:03:14,Standard,Peter Smith,Corporate,Gregoryside,FM,East,Furniture,Desk,720.0,2,0.1,52.01392527319101,2021,3,Monday,3,7.224156287933163
ORD-10673,2022-02-19 09:06:01,2022-02-26 09:06:01,Express,James Rocha,Home Office,New Matthew,FM,East,Office Supplies,Printer Ink,85.5,2,0.05,21.910382447466795,2022,2,Saturday,7,25.626178300831032
ORD-10674,2021-04-30 23:14:09,2021-05-04 23:14:09,Express,Michael Alvarez,Corporate,North Coreychester,MO,East,Electronics,Monitor,765.0,3,0.15,79.83211484878017,2021,4,Friday,4,10.435570568454354
ORD-10675,2021-04-26 21:22:48,2021-04-30 21:22:48,Next-Day,Robert Jensen,Consumer,West Carlosmouth,MD,West,Clothing,Shoes,171.0,2,0.05,41.19737877262515,2021,4,Monday,4,24.09203436981534
ORD-10676,2023-10-07 00:31:31,2023-10-11 00:31:31,Next-Day,Brendan Watson,Corporate,Aaronstad,MP,North,Furniture,Chair,212.5,1,0.15,59.06990222553981,2023,10,Saturday,4,27.79760104718204
ORD-10677,2023-04-08 11:03:59,2023-04-10 11:03:59,Standard,Rodney Reilly,Consumer,Meadowsville,RI,East,Office Supplies,Printer Ink,153.0,4,0.15,20.234912071324512,2023,4,Saturday,2,13.225432726269451
ORD-10678,2022-03-27 19:21:22,2022-04-03 19:21:22,Express,Christopher Smith,Corporate,Ryanfurt,MH,North,Furniture,Bookshelf,486.0,3,0.1,63.59664754748715,2022,3,Sunday,7,13.085729948015699
ORD-10679,2022-01-01 17:11:25,2022-01-03 17:11:25,Standard,Justin Bradley,Consumer,North Tina,NE,North,Electronics,Smartphone,2880.0,4,0.1,529.8095001505931,2022,1,Saturday,2,18.396163199666983
ORD-10680,2021-06-02 17:54:11,2021-06-03 17:54:11,Next-Day,James White,Home Office,East Joseshire,VI,East,Clothing,Jacket,360.0,3,0.0,98.2657005166026,2021,6,Wednesday,1,27.296027921202683
ORD-10681,2023-11-14 09:57:33,2023-11-23 09:57:33,Next-Day,Vickie Snyder,Home Office,New Bridget,NE,South,Electronics,Laptop,2280.0,2,0.05,390.4371967585041,2023,11,Tuesday,9,17.124438454312845
ORD-10682,2023-09-03 12:54:19,2023-09-08 12:54:19,Next-Day,Christopher Mendez,Consumer,Port Michael,GA,West,Office Supplies,Pens,12.0,3,0.2,2.6653112259482006,2023,9,Sunday,5,22.21092688105076
ORD-10683,2021-07-11 05:28:30,2021-07-15 05:28:30,Standard,Julie Hanson,Home Office,Doyleside,NV,West,Furniture,Desk,1440.0,4,0.1,303.53404987657643,2021,7,Sunday,4,21.078753463636506
ORD-10684,2022-09-20 05:16:59,2022-09-24 05:16:59,Next-Day,Angela Sutton,Home Office,Thomasfurt,NY,North,Office Supplies,Pens,19.0,4,0.05,5.290899444321695,2022,9,Tuesday,4,27.846839179174875
ORD-10685,2023-03-15 15:17:49,2023-03-21 15:17:49,Next-Day,Daniel Gonzalez,Consumer,New Franklin,GA,West,Electronics,Headphones,480.0,4,0.2,105.62416905018262,2023,3,Wednesday,6,22.005035218742204
ORD-10686,2021-01-17 18:29:26,2021-01-22 18:29:26,Standard,Rebecca Stewart,Consumer,Lake Davidview,AK,South,Furniture,Chair,900.0,4,0.1,237.2741116517637,2021,1,Sunday,5,26.363790183500008
ORD-10687,2021-04-03 12:12:24,2021-04-10 12:12:24,Standard,Nicholas Mcdonald,Corporate,Amystad,LA,West,Furniture,Chair,900.0,4,0.1,264.80799502757367,2021,4,Saturday,7,29.423110558586608
ORD-10688,2022-12-05 21:28:01,2022-12-15 21:28:01,Next-Day,Evelyn Scott,Home Office,Mackenzieshire,VT,North,Clothing,Shoes,72.0,1,0.2,11.103166452270088,2022,12,Monday,10,15.421064516827606
ORD-10689,2023-05-19 04:26:03,2023-05-23 04:26:03,Express,Dr. Christopher Warner,Consumer,West Carolynmouth,KS,South,Electronics,Tablet,427.5,1,0.05,45.06422800570631,2023,5,Friday,4,10.541339884351087
ORD-10690,2022-11-04 02:43:12,2022-11-07 02:43:12,Standard,David Stone,Corporate,Littleberg,MP,North,Electronics,Monitor,1275.0,5,0.15,102.16733644371016,2022,11,Friday,3,8.013124426951375
ORD-10691,2023-05-23 00:07:09,2023-05-31 00:07:09,Standard,Melissa Scott,Consumer,Ryanchester,TN,North,Electronics,Tablet,900.0,2,0.0,97.6099678211394,2023,5,Tuesday,8,10.84555198011455
ORD-10692,2023-06-08 04:31:11,2023-06-11 04:31:11,Standard,David Parker,Home Office,Meltonstad,AK,North,Office Supplies,Notebook,24.0,3,0.2,2.564513878511553,2023,6,Thursday,3,10.68547449335291
