OrderID,OrderDate,ShipDate,ShipMode,CustomerName,Segment,City,State,Region,Category,ProductName,Sales,Quantity,Discount,Profit
ORD-11306,2022-07-21 16:41:19,2022-07-30 16:41:19,Standard,Anita Cobb,Home Office,Port Jack,DE,East,Electronics,Smartphone,3800.0,5,0.05,560.2486421257203
ORD-11307,2022-09-05 16:58:09,2022-09-06 16:58:09,Next-Day,Ashley Smith,Consumer,Smithburgh,GU,West,Clothing,Jacket,120.0,1,0.0,27.633281245002348
ORD-11308,2022-07-31 13:27:57,2022-08-07 13:27:57,Standard,Brandon Alexander,Corporate,Ryanhaven,FM,East,Office Supplies,Notebook,28.5,3,0.05,2.453578161498276
ORD-11309,2021-04-07 22:49:05,2021-04-12 22:49:05,Standard,Peter Roy,Consumer,Boonemouth,IA,North,Furniture,Sofa,1680.0,3,0.2,237.39530337775216
ORD-11310,2022-04-21 01:00:35,2022-05-01 01:00:35,Next-Day,Cameron Manning,Home Office,Loriside,WV,South,Office Supplies,Printer Ink,90.0,2,0.0,17.518548795120125
ORD-11311,2022-07-26 23:47:20,2022-08-02 23:47:20,Express,Melissa Price,Consumer,New Deannamouth,TN,South,Clothing,Shoes,256.5,3,0.05,72.77224976058365
ORD-11312,2023-04-12 22:27:58,2023-04-16 22:27:58,Express,Laura Whitaker,Home Office,West David,DC,West,Furniture,Bookshelf,180.0,1,0.0,40.32383277570885
ORD-11313,2023-07-24 07:28:19,2023-07-26 07:28:19,Express,Ray Banks,Corporate,Port Christopher,CA,West,Clothing,T-Shirt,106.25,5,0.15,23.86894787032851
ORD-11314,2022-05-04 05:13:02,2022-05-13 05:13:02,Next-Day,Tamara Mcgee,Consumer,Adammouth,SC,South,Clothing,Jeans,202.5,3,0.1,36.368108929616284
ORD-11315,2022-06-06 08:32:40,2022-06-12 08:32:40,Express,Christopher Thomas,Consumer,Lake Jackson,KS,East,Office Supplies,Printer Ink,114.75,3,0.15,6.299868003853324
ORD-11316,2023-07-16 02:52:05,2023-07-18 02:52:05,Next-Day,Amanda Friedman,Home Office,South Darrellville,NH,North,Clothing,Shoes,450.0,5,0.0,57.82390756460306
ORD-11317,2023-11-12 20:26:22,2023-11-17 20:26:22,Next-Day,Katherine Baker,Consumer,Griffinside,MH,East,Office Supplies,Pens,12.0,3,0.2,2.5484252695829204
ORD-11318,2021-09-22 16:48:03,2021-10-01 16:48:03,Express,Samantha Clarke,Corporate,Lake Emily,ME,West,Clothing,Shoes,216.0,3,0.2,46.16711204374091
ORD-11319,2022-02-22 00:11:06,2022-02-25 00:11:06,Standard,Ryan Knapp,Home Office,South Ericfort,LA,North,Clothing,Shoes,171.0,2,0.05,11.435444894876083
ORD-11320,2021-07-13 06:53:18,2021-07-20 06:53:18,Standard,Robin Carpenter,Home Office,Port Donaldburgh,DC,North,Office Supplies,Notebook,20.0,2,0.0,4.915197077934891
ORD-11321,2023-06-22 00:38:09,2023-07-01 00:38:09,Express,Anthony Austin MD,Corporate,Greenefort,CA,North,Office Supplies,Pens,12.75,3,0.15,1.7911587288412543
ORD-11322,2021-11-29 07:41:28,2021-12-08 07:41:28,Next-Day,Brian Bush,Consumer,East Joshuamouth,MA,North,Furniture,Desk,340.0,1,0.15,59.14240745031569
ORD-11323,2022-05-27 15:31:08,2022-06-02 15:31:08,Next-Day,Daniel Bryant,Corporate,Maciasburgh,AK,West,Furniture,Bookshelf,162.0,1,0.1,34.3710423808649
ORD-11324,2022-03-27 00:41:49,2022-04-02 00:41:49,Next-Day,Paul Perez,Corporate,New Joshua,NH,West,Clothing,Shoes,81.0,1,0.1,10.527824593303258
ORD-11325,2022-02-16 00:11:58,2022-02-17 00:11:58,Next-Day,Natasha Wang,Home Office,West Michaelmouth,DE,South,Clothing,Jacket,108.0,1,0.1,16.418794936396292
ORD-11326,2021-03-15 20:16:00,2021-03-25 20:16:00,Next-Day,Julie Stone,Home Office,Jessicamouth,KS,East,Electronics,Monitor,480.0,2,0.2,81.33624001947666
ORD-11327,2023-03-26 11:03:02,2023-04-01 11:03:02,Standard,Patrick Brady,Consumer,Tonyachester,VI,West,Electronics,Smartphone,1440.0,2,0.1,279.43420907941766
ORD-11328,2023-08-13 07:19:39,2023-08-22 07:19:39,Express,Caleb Watkins,Corporate,Hartmouth,TX,North,Office Supplies,Pens,20.0,4,0.0,4.860459418459245
ORD-11329,2022-07-23 01:46:17,2022-08-02 01:46:17,Next-Day,Katherine Hernandez,Home Office,West Troy,LA,East,Office Supplies,Printer Ink,42.75,1,0.05,3.1676244422069733
ORD-11330,2023-01-22 14:06:01,2023-01-30 14:06:01,Standard,Sabrina Thomas,Consumer,North Melanieville,CT,South,Office Supplies,Pens,9.5,2,0.05,0.8117990474853763
ORD-11331,2022-12-10 12:48:51,2022-12-20 12:48:51,Next-Day,Anthony Schultz,Corporate,Adamsview,RI,East,Office Supplies,Stapler,36.0,3,0.2,9.327316670125677
ORD-11332,2022-04-01 09:46:45,2022-04-10 09:46:45,Express,Michele Jones,Consumer,Port Hollyview,MP,West,Furniture,Desk,1280.0,4,0.2,228.15861841050207
ORD-11333,2023-08-20 01:21:56,2023-08-25 01:21:56,Next-Day,Susan Espinoza,Corporate,Carlshire,ID,East,Clothing,T-Shirt,22.5,1,0.1,5.90551306017982
ORD-11334,2021-01-04 03:13:56,2021-01-13 03:13:56,Express,Susan Reilly,Corporate,South Kevin,ND,West,Electronics,Laptop,4320.0,4,0.1,1134.427687457065
ORD-11335,2022-01-17 05:05:03,2022-01-27 05:05:03,Next-Day,Eric Todd,Home Office,Sophiachester,AR,West,Furniture,Desk,1280.0,4,0.2,113.84679471084299
ORD-11336,2021-09-17 05:19:12,2021-09-25 05:19:12,Standard,Ryan Williamson,Home Office,Port Charles,GA,West,Clothing,Shoes,306.0,4,0.15,55.96918861783085
ORD-11337,2021-05-29 07:06:53,2021-06-02 07:06:53,Express,Alexandra Graves,Home Office,Hillchester,OH,South,Clothing,T-Shirt,118.75,5,0.05,12.176284694291308
ORD-11338,2023-12-10 14:48:59,2023-12-18 14:48:59,Standard,Debra Beard,Corporate,Lake Kathy,WI,East,Clothing,Shoes,405.0,5,0.1,25.355784395470433
ORD-11339,2021-06-12 23:00:38,2021-06-13 23:00:38,Next-Day,Evan Washington,Consumer,Brendaland,AK,East,Office Supplies,Pens,4.25,1,0.15,0.5288476908671967
ORD-11340,2021-03-07 12:12:54,2021-03-15 12:12:54,Express,Toni Blake,Home Office,New Antonioborough,AZ,South,Electronics,Laptop,4800.0,4,0.0,682.215639411734
ORD-11341,2021-01-01 07:54:31,2021-01-05 07:54:31,Standard,Matthew Pena PhD,Home Office,East Scottland,PW,East,Clothing,Jeans,71.25,1,0.05,8.659398114814962
ORD-11342,2022-08-30 14:50:19,2022-09-08 14:50:19,Express,Laura Gay,Consumer,Burgessshire,NV,North,Office Supplies,Pens,17.0,4,0.15,2.5117172120851983
ORD-11343,2023-05-20 21:27:53,2023-05-29 21:27:53,Express,John Robinson,Corporate,South Kayla,MN,North,Furniture,Sofa,700.0,1,0.0,48.82736051967108
ORD-11344,2022-06-20 20:52:34,2022-06-30 20:52:34,Next-Day,David Moore,Consumer,Ericfurt,AZ,North,Clothing,Jeans,63.75,1,0.15,16.793511520300747
ORD-11345,2021-07-18 23:16:01,2021-07-24 23:16:01,Express,Natalie Mayer,Consumer,West Lisaport,MT,East,Furniture,Desk,760.0,2,0.05,98.03608470716506
ORD-11346,2021-03-04 16:48:26,2021-03-12 16:48:26,Next-Day,Adam Elliott,Consumer,Susantown,MH,North,Electronics,Laptop,4080.0,4,0.15,1125.8573427906315
ORD-11347,2022-04-25 13:59:18,2022-05-05 13:59:18,Standard,Shelby Pittman,Home Office,Shawport,NE,East,Furniture,Desk,380.0,1,0.05,26.457662563219287
ORD-11348,2022-05-04 06:46:54,2022-05-09 06:46:54,Standard,Michael Griffin,Corporate,South Damon,MA,South,Clothing,Jacket,192.0,2,0.2,19.89167311984945
ORD-11349,2021-03-13 12:12:34,2021-03-14 12:12:34,Express,Mrs. Teresa Reeves,Home Office,Silvaview,MN,West,Electronics,Monitor,1200.0,4,0.0,308.4519342685058
ORD-11350,2022-07-22 12:53:42,2022-07-23 12:53:42,Express,Adam Diaz,Home Office,Millston,ND,East,Furniture,Bookshelf,576.0,4,0.2,143.99729558826118
ORD-11351,2022-08-31 10:05:55,2022-09-04 10:05:55,Next-Day,Amanda Marquez,Corporate,Hartport,KY,West,Clothing,Shoes,81.0,1,0.1,16.94558635270176
ORD-11352,2021-03-08 13:55:26,2021-03-13 13:55:26,Express,Jessica Davis,Corporate,Port Pam,WA,South,Office Supplies,Stapler,25.5,2,0.15,3.4646801767563833
ORD-11353,2021-05-05 03:50:10,2021-05-08 03:50:10,Express,Melissa Martin,Home Office,Farmerborough,OK,West,Furniture,Chair,675.0,3,0.1,95.09882388139633
ORD-11354,2021-05-14 17:08:51,2021-05-15 17:08:51,Next-Day,Shane Jones,Home Office,Pottsside,UT,West,Furniture,Bookshelf,153.0,1,0.15,24.94458431211831
ORD-11355,2021-01-22 22:41:27,2021-01-30 22:41:27,Express,Julie Kelly,Corporate,Youngport,NE,South,Office Supplies,Notebook,24.0,3,0.2,3.1084269489616716
ORD-11356,2023-12-30 09:36:16,2024-01-02 09:36:16,Express,Stephanie Decker,Consumer,New Steven,VT,North,Furniture,Desk,1900.0,5,0.05,259.9304057163134
ORD-11357,2023-09-25 10:39:16,2023-09-26 10:39:16,Express,Alex Thomas,Home Office,Priceland,TN,East,Clothing,T-Shirt,21.25,1,0.15,4.005620262747458
ORD-11358,2021-08-07 08:08:01,2021-08-12 08:08:01,Express,Kevin Pollard,Home Office,West Casey,IA,North,Electronics,Tablet,405.0,1,0.1,70.44613032929412
ORD-11359,2023-02-13 19:41:33,2023-02-18 19:41:33,Standard,Edward Williams,Corporate,North Angelatown,MS,East,Furniture,Sofa,560.0,1,0.2,91.80788526335752
ORD-11360,2022-12-16 01:17:26,2022-12-26 01:17:26,Express,Brian Gross,Corporate,New Stephen,NE,West,Office Supplies,Pens,4.25,1,0.15,1.2035179320631295
ORD-11361,2023-08-01 12:16:37,2023-08-11 12:16:37,Standard,Paula Hoffman,Home Office,Stonestad,UT,North,Office Supplies,Printer Ink,144.0,4,0.2,8.086460269391713
ORD-11362,2022-04-02 20:40:21,2022-04-03 20:40:21,Standard,Ryan Russell,Home Office,Vickiville,IL,North,Clothing,Shoes,162.0,2,0.1,33.45304734042753
ORD-11363,2021-06-27 05:28:34,2021-07-06 05:28:34,Express,William Robbins,Corporate,North Trevorville,MN,South,Furniture,Sofa,1190.0,2,0.15,95.25516144297985
ORD-11364,2021-09-24 10:46:13,2021-10-03 10:46:13,Express,Jennifer Jordan,Consumer,Amberland,NH,West,Clothing,T-Shirt,80.0,4,0.2,22.485821418740137
ORD-11365,2023-12-10 00:07:06,2023-12-18 00:07:06,Express,Dylan Yang,Corporate,South Meagan,AR,North,Clothing,T-Shirt,100.0,4,0.0,24.735483280309417
ORD-11366,2022-09-27 11:07:11,2022-10-06 11:07:11,Standard,John Stephens,Corporate,Petersonport,WV,South,Electronics,Headphones,405.0,3,0.1,65.61586144826146
ORD-11367,2022-01-07 16:24:41,2022-01-13 16:24:41,Standard,Andrew Hall,Corporate,Turnerfurt,IA,East,Electronics,Headphones,135.0,1,0.1,37.19739315145934
ORD-11368,2023-08-01 11:53:34,2023-08-09 11:53:34,Next-Day,Lauren Thompson,Home Office,North Michael,WA,West,Office Supplies,Notebook,32.0,4,0.2,3.1399139223852486
ORD-11369,2021-02-03 10:14:52,2021-02-10 10:14:52,Next-Day,Mrs. Gina Wolfe,Home Office,Grayside,OK,South,Electronics,Tablet,765.0,2,0.15,221.6352811738485
ORD-11370,2021-05-30 05:46:09,2021-06-08 05:46:09,Next-Day,Francisco Hernandez,Home Office,Adrianfort,WY,South,Electronics,Smartphone,3800.0,5,0.05,952.4632001703636
ORD-11371,2022-08-17 19:54:29,2022-08-18 19:54:29,Standard,Shelly Stanley,Corporate,Brownville,GU,East,Office Supplies,Pens,25.0,5,0.0,6.251319809360269
ORD-11372,2022-04-20 02:55:34,2022-04-23 02:55:34,Express,John Ramos,Corporate,Lake Dawn,PR,South,Electronics,Monitor,1275.0,5,0.15,290.49121125852736
ORD-11373,2022-10-23 20:25:34,2022-11-01 20:25:34,Express,Whitney Wilson,Home Office,Port Kevin,MT,West,Clothing,Jeans,60.0,1,0.2,3.0088493815785307
ORD-11374,2021-01-22 12:01:39,2021-01-29 12:01:39,Standard,Lisa Spencer,Corporate,East Richardfurt,VI,South,Furniture,Bookshelf,684.0,4,0.05,153.0948288848142
ORD-11375,2022-07-23 23:25:00,2022-08-01 23:25:00,Next-Day,Jeffrey Barker,Corporate,New Wayne,MT,East,Office Supplies,Printer Ink,171.0,4,0.05,24.889822775431
ORD-11376,2023-07-01 03:04:08,2023-07-02 03:04:08,Next-Day,Danny Duarte,Consumer,Rodneyburgh,PA,East,Office Supplies,Stapler,54.0,4,0.1,3.187250205448311
ORD-11377,2023-01-04 15:26:38,2023-01-11 15:26:38,Express,Charles Johnson,Consumer,Andreaport,WA,North,Furniture,Chair,675.0,3,0.1,117.06879588066425
ORD-11378,2022-05-11 00:18:20,2022-05-13 00:18:20,Next-Day,Brianna Gonzalez,Home Office,Burtonville,WI,East,Electronics,Headphones,712.5,5,0.05,127.80803011074083
ORD-11379,2022-02-28 04:50:49,2022-03-01 04:50:49,Express,Marisa Carson,Corporate,East Jennifer,VA,North,Furniture,Sofa,2380.0,4,0.15,186.8559454024663
ORD-11380,2023-02-24 10:40:48,2023-03-04 10:40:48,Next-Day,Marilyn Malone,Corporate,Gomezshire,NJ,South,Electronics,Tablet,1530.0,4,0.15,349.0447710746129
ORD-11381,2023-12-19 11:29:46,2023-12-26 11:29:46,Next-Day,Kevin Henderson,Corporate,Williamsside,PA,North,Furniture,Chair,425.0,2,0.15,54.6622686121335
ORD-11382,2021-09-12 05:12:25,2021-09-14 05:12:25,Standard,Benjamin Murillo,Consumer,Rosehaven,CO,East,Furniture,Desk,1600.0,4,0.0,303.30303777658
ORD-11383,2022-04-16 11:49:22,2022-04-18 11:49:22,Express,Taylor Oneill,Consumer,West Blake,WY,West,Clothing,T-Shirt,50.0,2,0.0,3.76856549824526
ORD-11384,2023-06-08 18:12:06,2023-06-13 18:12:06,Express,Travis Perez,Corporate,New Angelville,IN,South,Office Supplies,Printer Ink,72.0,2,0.2,15.602643729021214
ORD-11385,2021-11-15 22:49:09,2021-11-24 22:49:09,Express,Nathan Rowland,Corporate,Ayalaburgh,HI,South,Furniture,Desk,1200.0,3,0.0,180.23259106496306
ORD-11386,2021-08-16 05:23:31,2021-08-22 05:23:31,Express,Karen Griffith,Corporate,Davidstad,AZ,West,Electronics,Laptop,3420.0,3,0.05,608.5441906565676
ORD-11387,2021-08-04 01:09:23,2021-08-08 01:09:23,Express,Emily Davis,Home Office,Susanshire,FL,South,Electronics,Tablet,855.0,2,0.05,247.48667116848802
ORD-11388,2021-01-29 11:51:28,2021-02-08 11:51:28,Next-Day,Christine Gates,Home Office,Petersonside,UT,South,Office Supplies,Stapler,42.75,3,0.05,7.822064479103491
ORD-11389,2022-10-22 17:02:30,2022-10-24 17:02:30,Standard,Scott Holland,Corporate,Mirandaland,WV,North,Electronics,Laptop,5400.0,5,0.1,896.4343049055169
ORD-11390,2022-03-23 11:56:17,2022-03-25 11:56:17,Express,Matthew Miller,Home Office,Jacksontown,NV,North,Clothing,Shoes,288.0,4,0.2,37.09456349723071
ORD-11391,2021-03-07 00:58:33,2021-03-15 00:58:33,Next-Day,Jack Thompson,Consumer,Port Dawn,NC,West,Clothing,Jacket,114.0,1,0.05,30.682528263074705
ORD-11392,2023-12-14 01:05:07,2023-12-24 01:05:07,Standard,Nathaniel Baker,Home Office,New Douglashaven,MA,East,Clothing,Jeans,255.0,4,0.15,12.801241228011559
ORD-11393,2021-01-27 14:52:02,2021-01-30 14:52:02,Standard,Jennifer King,Corporate,Richardview,DE,East,Clothing,Jacket,570.0,5,0.05,57.04004998131941
ORD-11394,2023-04-17 17:38:59,2023-04-26 17:38:59,Standard,Christopher Hanson,Home Office,Rodriguezbury,GU,West,Office Supplies,Notebook,20.0,2,0.0,2.6401172396016737
ORD-11395,2021-03-05 11:49:13,2021-03-15 11:49:13,Standard,Ashley Smith,Corporate,West Angelicaville,MH,East,Electronics,Tablet,1282.5,3,0.05,346.02309909527224
ORD-11396,2023-02-26 05:37:20,2023-03-06 05:37:20,Standard,Erik Richardson,Home Office,New Tommymouth,VI,South,Furniture,Sofa,2100.0,3,0.0,329.6636837283131
ORD-11397,2022-10-05 01:53:33,2022-10-15 01:53:33,Standard,Courtney Edwards,Corporate,Robinside,MP,South,Clothing,Shoes,90.0,1,0.0,10.499398897771332
ORD-11398,2021-12-05 04:51:21,2021-12-08 04:51:21,Standard,Gregory Watts,Corporate,South Andrea,NM,North,Clothing,Shoes,360.0,4,0.0,42.196373077141104
ORD-11399,2021-05-13 22:07:34,2021-05-19 22:07:34,Express,Lisa Campos,Home Office,North Donaldberg,KY,South,Electronics,Smartphone,3040.0,4,0.05,484.5802284783095
ORD-11400,2022-12-26 12:00:14,2023-01-01 12:00:14,Standard,Anne Bates,Home Office,Harveychester,MP,North,Furniture,Bookshelf,648.0,4,0.1,160.02912648194
ORD-11401,2022-10-28 07:13:31,2022-11-06 07:13:31,Next-Day,Lynn Velazquez,Corporate,Neilport,NJ,West,Furniture,Chair,250.0,1,0.0,21.214041602216902
ORD-11402,2021-09-15 18:08:16,2021-09-20 18:08:16,Standard,Molly Hill,Home Office,Travishaven,OH,East,Clothing,T-Shirt,47.5,2,0.05,8.424603658846983
ORD-11403,2022-07-20 12:34:35,2022-07-24 12:34:35,Express,Isabel Walters,Home Office,New Stephen,PA,East,Office Supplies,Notebook,40.0,5,0.2,7.225827344135148
ORD-11404,2021-10-25 23:53:21,2021-10-31 23:53:21,Express,Tracie Murray,Corporate,Kennedybury,IN,East,Clothing,T-Shirt,80.0,4,0.2,12.885585615291442
ORD-11405,2021-10-28 05:13:02,2021-11-01 05:13:02,Next-Day,Robert Hubbard,Consumer,West George,SC,West,Clothing,Jeans,71.25,1,0.05,16.60419324616186
ORD-11406,2022-06-13 14:26:49,2022-06-20 14:26:49,Next-Day,Dr. Michele Owens,Home Office,East Tonya,AZ,West,Clothing,Jacket,510.0,5,0.15,91.05408665414744
ORD-11407,2022-02-09 19:35:02,2022-02-16 19:35:02,Express,Hannah Francis,Consumer,Cookland,NC,West,Office Supplies,Notebook,17.0,2,0.15,4.305870791646632
ORD-11408,2022-07-01 11:52:31,2022-07-02 11:52:31,Express,Adrian Walker,Home Office,East Diana,OR,North,Clothing,T-Shirt,60.0,3,0.2,17.606201392450977
ORD-11409,2021-04-26 07:24:33,2021-04-28 07:24:33,Standard,Michelle Romero,Home Office,Smithborough,VI,East,Office Supplies,Stapler,60.0,5,0.2,5.847148347028133
ORD-11410,2023-09-19 20:09:28,2023-09-21 20:09:28,Next-Day,Tanya Shields,Consumer,Port Cheryl,VT,South,Clothing,Shoes,288.0,4,0.2,50.04851960618836
ORD-11411,2021-11-12 07:34:09,2021-11-16 07:34:09,Standard,Christina Mcdonald,Consumer,Vickimouth,PA,North,Office Supplies,Pens,8.0,2,0.2,1.7426841404708564
ORD-11412,2023-12-06 10:35:55,2023-12-09 10:35:55,Express,Megan Wilson,Consumer,North Johnfurt,AL,North,Clothing,T-Shirt,75.0,3,0.0,11.981645841292682
ORD-11413,2023-05-23 21:25:33,2023-05-29 21:25:33,Next-Day,Christian Quinn,Home Office,Saratown,NM,South,Clothing,T-Shirt,21.25,1,0.15,3.356147326351109
ORD-11414,2021-11-19 14:41:11,2021-11-28 14:41:11,Standard,Phillip King,Consumer,Karenmouth,ID,South,Electronics,Tablet,1440.0,4,0.2,178.15687114635554
ORD-11415,2021-09-27 08:49:30,2021-10-04 08:49:30,Standard,Wesley Williams,Consumer,Lake Charles,DC,East,Office Supplies,Pens,4.75,1,0.05,1.0300532578016806
ORD-11416,2023-02-01 00:28:07,2023-02-03 00:28:07,Standard,Karen Martinez,Consumer,Williamsview,NY,East,Clothing,Jeans,75.0,1,0.0,8.608482373627913
ORD-11417,2021-07-02 17:45:20,2021-07-12 17:45:20,Standard,Alejandra Sandoval,Corporate,East Paulabury,ME,East,Electronics,Laptop,3840.0,4,0.2,590.2809170600107
ORD-11418,2021-11-04 02:31:51,2021-11-07 02:31:51,Standard,Joseph Pope,Home Office,Marshberg,AR,East,Electronics,Headphones,360.0,3,0.2,23.117722466642093
ORD-11419,2022-10-01 20:20:41,2022-10-07 20:20:41,Next-Day,Timothy Camacho,Consumer,Smithstad,TX,East,Furniture,Sofa,2520.0,4,0.1,256.99986979717204
ORD-11420,2023-06-03 05:33:36,2023-06-05 05:33:36,Standard,Jesse Smith,Home Office,South Rachel,MO,South,Furniture,Sofa,2800.0,5,0.2,248.13280972880037
ORD-11421,2023-06-12 02:49:21,2023-06-20 02:49:21,Express,Margaret Butler,Corporate,Ramosbury,UT,North,Furniture,Desk,1520.0,4,0.05,231.84143854661056
ORD-11422,2023-04-06 18:15:08,2023-04-14 18:15:08,Express,Alexander Lynch,Home Office,Daleborough,PA,North,Furniture,Bookshelf,576.0,4,0.2,80.88661129811327
ORD-11423,2021-12-12 09:18:22,2021-12-15 09:18:22,Express,Stephen Gutierrez,Home Office,Josephchester,NM,North,Office Supplies,Printer Ink,162.0,4,0.1,46.57189433634459
ORD-11424,2023-09-10 05:47:09,2023-09-20 05:47:09,Express,Roger Anderson,Corporate,West Tommyborough,KS,South,Furniture,Chair,250.0,1,0.0,57.61275644750744
ORD-11425,2023-09-19 15:27:05,2023-09-24 15:27:05,Next-Day,Franklin Silva,Consumer,Amandaside,PR,West,Clothing,Jacket,480.0,4,0.0,50.416709148672844
ORD-11426,2021-01-21 08:31:20,2021-01-29 08:31:20,Standard,Guy Williams,Consumer,Wilsonbury,NE,West,Furniture,Chair,212.5,1,0.15,17.467498158858643
ORD-11427,2023-06-17 11:18:34,2023-06-26 11:18:34,Next-Day,Meghan Perez,Home Office,Portermouth,MH,East,Office Supplies,Notebook,28.5,3,0.05,8.373496463672511
ORD-11428,2021-01-06 17:11:26,2021-01-11 17:11:26,Standard,Chelsea Martinez,Consumer,Wagnerfort,AS,West,Furniture,Bookshelf,153.0,1,0.15,9.902198525781987
ORD-11429,2023-12-28 18:36:25,2023-12-29 18:36:25,Express,Sonia Smith,Corporate,Riosport,PR,West,Electronics,Headphones,510.0,4,0.15,109.97286112759951
ORD-11430,2022-05-09 15:29:48,2022-05-10 15:29:48,Express,Kevin Spencer,Consumer,Lake Beckyport,GU,South,Electronics,Smartphone,4000.0,5,0.0,380.78592579909093
ORD-11431,2021-03-05 16:00:52,2021-03-08 16:00:52,Express,Gregory Powell,Consumer,North Donaldmouth,NH,West,Electronics,Monitor,600.0,2,0.0,138.49652964900446
ORD-11432,2023-08-26 12:53:09,2023-08-29 12:53:09,Next-Day,Stacy Goodwin,Consumer,South John,WA,North,Electronics,Monitor,1200.0,5,0.2,178.19108062535275
ORD-11433,2021-12-28 10:16:11,2021-12-30 10:16:11,Next-Day,Christopher Jones,Corporate,Marshallchester,CO,South,Electronics,Tablet,855.0,2,0.05,53.972483324541116
ORD-11434,2023-07-28 17:01:38,2023-07-29 17:01:38,Standard,Damon Carter,Consumer,Benjaminbury,GU,South,Electronics,Smartphone,2880.0,4,0.1,485.0467354510476
ORD-11435,2022-03-04 08:42:15,2022-03-06 08:42:15,Express,Jacqueline Hernandez,Home Office,Mooreborough,MA,South,Electronics,Monitor,285.0,1,0.05,71.23937288858306
ORD-11436,2022-10-12 07:28:21,2022-10-15 07:28:21,Standard,Anthony Dougherty,Home Office,Thomaschester,AL,North,Clothing,T-Shirt,60.0,3,0.2,3.0196038345996015
ORD-11437,2023-04-23 03:11:32,2023-05-02 03:11:32,Standard,John Wilson,Corporate,Port James,VA,West,Electronics,Tablet,1147.5,3,0.15,274.5149843554179
ORD-11438,2021-08-29 05:45:11,2021-08-30 05:45:11,Standard,Jeffery Miller,Consumer,Port Joshua,AR,South,Furniture,Bookshelf,765.0,5,0.15,59.4498636557
ORD-11439,2021-11-12 04:09:13,2021-11-14 04:09:13,Next-Day,Sheryl Jackson,Corporate,Marcmouth,PR,West,Furniture,Sofa,2380.0,4,0.15,417.0063233415993
ORD-11440,2021-04-09 08:01:33,2021-04-11 08:01:33,Express,Melissa Crawford,Consumer,Lake David,OH,East,Electronics,Headphones,510.0,4,0.15,41.45711595302222
ORD-11441,2023-03-25 09:06:23,2023-04-02 09:06:23,Express,Joanna Mcgee,Home Office,East Matthewhaven,AS,South,Office Supplies,Stapler,42.75,3,0.05,7.530190283453221
ORD-11442,2023-04-26 17:28:37,2023-05-01 17:28:37,Express,Kimberly Watson,Home Office,Raybury,ID,East,Electronics,Headphones,427.5,3,0.05,86.56290866792568
ORD-11443,2022-03-28 20:35:14,2022-03-29 20:35:14,Next-Day,Brian Miller,Home Office,East Patriciaborough,PR,West,Office Supplies,Pens,5.0,1,0.0,0.7373290972357921
ORD-11444,2021-12-20 13:01:14,2021-12-21 13:01:14,Express,Donna Smith,Corporate,Goodmanstad,CO,North,Office Supplies,Printer Ink,162.0,4,0.1,32.920566133013914
ORD-11445,2021-07-17 20:33:09,2021-07-20 20:33:09,Express,Emily Pierce,Corporate,Jacksonmouth,ND,North,Electronics,Headphones,600.0,5,0.2,166.31803384120317
ORD-11446,2023-09-15 19:57:12,2023-09-20 19:57:12,Express,David Garcia,Corporate,Karenberg,FL,North,Office Supplies,Stapler,60.0,5,0.2,7.799244430578961
ORD-11447,2021-06-18 04:56:30,2021-06-28 04:56:30,Next-Day,Derek Lang,Home Office,Joshuabury,NY,South,Clothing,Jacket,192.0,2,0.2,36.525901421239126
ORD-11448,2023-02-27 23:13:09,2023-03-09 23:13:09,Standard,Gerald Gonzalez,Home Office,East Kathryn,AS,East,Clothing,Shoes,405.0,5,0.1,67.8387800542846
ORD-11449,2022-04-27 14:42:28,2022-05-01 14:42:28,Standard,Charlotte Gray,Home Office,Maldonadohaven,IA,North,Electronics,Laptop,3420.0,3,0.05,789.3959259726805
ORD-11450,2021-11-16 03:57:22,2021-11-19 03:57:22,Standard,Leslie Wiggins,Corporate,Jacobside,MI,West,Clothing,Jeans,255.0,4,0.15,53.78795823893215
ORD-11451,2023-10-20 13:52:21,2023-10-23 13:52:21,Next-Day,Amy Moon,Corporate,Ryanbury,OR,South,Office Supplies,Pens,14.25,3,0.05,3.8931060293759603
ORD-11452,2023-11-04 04:53:50,2023-11-08 04:53:50,Standard,Christine Miller,Home Office,East Benjaminside,PA,East,Electronics,Headphones,540.0,4,0.1,144.4435389325647
ORD-11453,2022-02-05 12:42:32,2022-02-12 12:42:32,Standard,Tyler Kelly,Corporate,Robinsonhaven,ND,West,Furniture,Chair,900.0,4,0.1,85.41651153802145
ORD-11454,2022-01-06 04:33:33,2022-01-15 04:33:33,Next-Day,Nicholas Craig,Corporate,Allenberg,AR,South,Clothing,T-Shirt,95.0,4,0.05,14.772949567469162
ORD-11455,2023-06-24 19:48:57,2023-06-28 19:48:57,Standard,Krista Roberts,Home Office,Jessicaborough,NV,West,Furniture,Desk,2000.0,5,0.0,412.14924839031
ORD-11456,2022-04-22 18:54:25,2022-04-25 18:54:25,Express,Jennifer Smith,Home Office,East Jessica,MT,North,Clothing,Shoes,288.0,4,0.2,81.71866852547566
ORD-11457,2023-06-09 07:22:15,2023-06-19 07:22:15,Standard,Hannah Johnson,Corporate,New Brendaborough,SD,East,Office Supplies,Pens,4.0,1,0.2,0.6961325152369409
